graph_name,vertex_count,coloring_method,n_threads,coloring_time,colors_used
queen6_6.graph,36,seq_greedy,4,00.000014,10
queen6_6.graph,36,seq_ldf,4,00.000015,9
queen6_6.graph,36,rec_rlf,4,00.000023,9
queen6_6.graph,36,par_jp,4,00.000108,10
queen6_6.graph,36,color_op_ver,4,00.000695,8
queen6_6.graph,36,color_op_ed,4,00.088990,8
miles750.graph,128,seq_greedy,4,00.000335,34
miles750.graph,128,seq_ldf,4,00.000382,32
miles750.graph,128,rec_rlf,4,00.001322,33
miles750.graph,128,par_jp,4,00.000256,34
miles750.graph,128,color_op_ver,4,00.079369,33
miles750.graph,128,color_op_ed,4,38.102330,33
queen8_8.graph,64,seq_greedy,4,00.000130,13
queen8_8.graph,64,seq_ldf,4,00.000141,14
queen8_8.graph,64,rec_rlf,4,00.000336,12
queen8_8.graph,64,par_jp,4,00.000113,12
queen8_8.graph,64,color_op_ver,4,00.006257,10
queen8_8.graph,64,color_op_ed,4,01.159847,11
mulsol.i.2.graph,188,seq_greedy,4,00.000539,31
mulsol.i.2.graph,188,seq_ldf,4,00.000513,31
mulsol.i.2.graph,188,rec_rlf,4,00.001773,31
mulsol.i.2.graph,188,par_jp,4,00.000408,31
mulsol.i.2.graph,188,color_op_ver,4,00.084419,31
mulsol.i.2.graph,188,color_op_ed,4,167.823854,31
miles250.graph,128,seq_greedy,4,00.000114,10
miles250.graph,128,seq_ldf,4,00.000173,8
miles250.graph,128,rec_rlf,4,00.000396,9
miles250.graph,128,par_jp,4,00.000132,10
miles250.graph,128,color_op_ver,4,00.001804,9
miles250.graph,128,color_op_ed,4,00.078065,8
queen10_10.graph,100,seq_greedy,4,00.000236,16
queen10_10.graph,100,seq_ldf,4,00.000264,17
queen10_10.graph,100,rec_rlf,4,00.000900,15
queen10_10.graph,100,par_jp,4,00.000217,17
queen10_10.graph,100,color_op_ver,4,00.020815,14
queen10_10.graph,100,color_op_ed,4,08.597480,13
r125.5.graph,125,seq_greedy,4,00.000540,43
r125.5.graph,125,seq_ldf,4,00.000568,39
r125.5.graph,125,rec_rlf,4,00.001307,39
r125.5.graph,125,par_jp,4,00.000387,45
r125.5.graph,125,color_op_ver,4,00.163338,41
r125.5.graph,125,color_op_ed,4,300.588083,42
zeroin.i.3.graph,206,seq_greedy,4,00.000506,30
zeroin.i.3.graph,206,seq_ldf,4,00.000492,30
zeroin.i.3.graph,206,rec_rlf,4,00.001969,30
zeroin.i.3.graph,206,par_jp,4,00.000425,31
zeroin.i.3.graph,206,color_op_ver,4,00.069930,30
zeroin.i.3.graph,206,color_op_ed,4,141.494604,30
queen8_12.graph,96,seq_greedy,4,00.000229,16
queen8_12.graph,96,seq_ldf,4,00.000255,16
queen8_12.graph,96,rec_rlf,4,00.000833,15
queen8_12.graph,96,par_jp,4,00.000189,15
queen8_12.graph,96,color_op_ver,4,00.018496,13
queen8_12.graph,96,color_op_ed,4,06.727135,14
myciel6.graph,95,seq_greedy,4,00.000142,8
myciel6.graph,95,seq_ldf,4,00.000152,7
myciel6.graph,95,rec_rlf,4,00.000328,7
myciel6.graph,95,par_jp,4,00.000143,7
myciel6.graph,95,color_op_ver,4,00.004512,7
myciel6.graph,95,color_op_ed,4,00.439722,7
anna.graph,138,seq_greedy,4,00.000128,11
anna.graph,138,seq_ldf,4,00.000170,11
anna.graph,138,rec_rlf,4,00.000356,11
anna.graph,138,par_jp,4,00.000140,11
anna.graph,138,color_op_ver,4,00.004733,11
anna.graph,138,color_op_ed,4,00.369511,11
queen9_9.graph,81,seq_greedy,4,00.000181,14
queen9_9.graph,81,seq_ldf,4,00.000197,16
queen9_9.graph,81,rec_rlf,4,00.000594,15
queen9_9.graph,81,par_jp,4,00.000170,14
queen9_9.graph,81,color_op_ver,4,00.008663,12
queen9_9.graph,81,color_op_ed,4,03.430460,12
myciel7.graph,191,seq_greedy,4,00.000368,9
myciel7.graph,191,seq_ldf,4,00.000405,8
myciel7.graph,191,rec_rlf,4,00.001194,8
myciel7.graph,191,par_jp,4,00.000326,9
myciel7.graph,191,color_op_ver,4,00.015775,8
myciel7.graph,191,color_op_ed,4,08.910049,8
dsjr500.1.graph,500,seq_greedy,4,00.000698,14
dsjr500.1.graph,500,seq_ldf,4,00.001023,13
dsjr500.1.graph,500,rec_rlf,4,00.002994,14
dsjr500.1.graph,500,par_jp,4,00.000455,15
dsjr500.1.graph,500,color_op_ver,4,00.211767,13
dsjr500.1.graph,500,color_op_ed,4,31.930124,13
dsjc250.1.graph,250,seq_greedy,4,00.000560,12
dsjc250.1.graph,250,seq_ldf,4,00.000660,12
dsjc250.1.graph,250,rec_rlf,4,00.002177,13
dsjc250.1.graph,250,par_jp,4,00.000397,13
dsjc250.1.graph,250,color_op_ver,4,00.106909,11
dsjc250.1.graph,250,color_op_ed,4,30.628586,11
queen7_7.graph,49,seq_greedy,4,00.000096,10
queen7_7.graph,49,seq_ldf,4,00.000097,12
queen7_7.graph,49,rec_rlf,4,00.000285,11
queen7_7.graph,49,par_jp,4,00.000134,12
queen7_7.graph,49,color_op_ver,4,00.002899,10
queen7_7.graph,49,color_op_ed,4,00.401142,9
r250.1.graph,250,seq_greedy,4,00.000431,10
r250.1.graph,250,seq_ldf,4,00.000353,8
r250.1.graph,250,rec_rlf,4,00.001538,9
r250.1.graph,250,par_jp,4,00.000196,9
r250.1.graph,250,color_op_ver,4,00.009925,9
r250.1.graph,250,color_op_ed,4,00.554328,9
miles500.graph,128,seq_greedy,4,00.000216,24
miles500.graph,128,seq_ldf,4,00.000278,20
miles500.graph,128,rec_rlf,4,00.000929,21
miles500.graph,128,par_jp,4,00.000192,22
miles500.graph,128,color_op_ver,4,00.018031,21
miles500.graph,128,color_op_ed,4,04.816968,21
queen5_5.graph,25,seq_greedy,4,00.000043,8
queen5_5.graph,25,seq_ldf,4,00.000039,5
queen5_5.graph,25,rec_rlf,4,00.000051,6
queen5_5.graph,25,par_jp,4,00.000128,6
queen5_5.graph,25,color_op_ver,4,00.001018,5
queen5_5.graph,25,color_op_ed,4,00.015407,5
homer.graph,561,seq_greedy,4,00.000452,14
homer.graph,561,seq_ldf,4,00.000656,13
homer.graph,561,rec_rlf,4,00.002692,13
homer.graph,561,par_jp,4,00.000339,14
homer.graph,561,color_op_ver,4,00.029277,13
homer.graph,561,color_op_ed,4,06.199051,14
zeroin.i.1.graph,211,seq_greedy,4,00.000599,49
zeroin.i.1.graph,211,seq_ldf,4,00.000531,49
zeroin.i.1.graph,211,rec_rlf,4,00.001645,49
zeroin.i.1.graph,211,par_jp,4,00.000397,50
zeroin.i.1.graph,211,color_op_ver,4,00.130101,49
zeroin.i.1.graph,211,color_op_ed,4,388.273870,49
david.graph,87,seq_greedy,4,00.000023,13
david.graph,87,seq_ldf,4,00.000029,11
david.graph,87,rec_rlf,4,00.000048,11
david.graph,87,par_jp,4,00.000152,12
david.graph,87,color_op_ver,4,00.001555,12
david.graph,87,color_op_ed,4,00.217964,12
mulsol.i.4.graph,185,seq_greedy,4,00.000123,32
mulsol.i.4.graph,185,seq_ldf,4,00.000117,31
mulsol.i.4.graph,185,rec_rlf,4,00.000752,31
mulsol.i.4.graph,185,par_jp,4,00.000447,31
mulsol.i.4.graph,185,color_op_ver,4,00.101457,31
mulsol.i.4.graph,185,color_op_ed,4,180.411541,31
mulsol.i.3.graph,184,seq_greedy,4,00.000123,31
mulsol.i.3.graph,184,seq_ldf,4,00.000119,31
mulsol.i.3.graph,184,rec_rlf,4,00.000753,31
mulsol.i.3.graph,184,par_jp,4,00.000439,32
mulsol.i.3.graph,184,color_op_ver,4,00.089441,31
mulsol.i.3.graph,184,color_op_ed,4,183.370591,31
queen11_11.graph,121,seq_greedy,4,00.000075,17
queen11_11.graph,121,seq_ldf,4,00.000080,18
queen11_11.graph,121,rec_rlf,4,00.000309,17
queen11_11.graph,121,par_jp,4,00.000257,17
queen11_11.graph,121,color_op_ver,4,00.038334,14
queen11_11.graph,121,color_op_ed,4,17.882796,15
le450_5a.graph,450,seq_greedy,4,00.000216,13
le450_5a.graph,450,seq_ldf,4,00.000274,11
le450_5a.graph,450,rec_rlf,4,00.002495,13
le450_5a.graph,450,par_jp,4,00.000763,14
le450_5a.graph,450,color_op_ver,4,00.424889,9
le450_5a.graph,450,color_op_ed,4,80.516219,8
mulsol.i.1.graph,197,seq_greedy,4,00.000133,49
mulsol.i.1.graph,197,seq_ldf,4,00.000116,49
mulsol.i.1.graph,197,rec_rlf,4,00.000740,49
mulsol.i.1.graph,197,par_jp,4,00.000441,49
mulsol.i.1.graph,197,color_op_ver,4,00.131646,49
mulsol.i.1.graph,197,color_op_ed,4,278.103346,49
zeroin.i.2.graph,211,seq_greedy,4,00.000128,30
zeroin.i.2.graph,211,seq_ldf,4,00.000111,30
zeroin.i.2.graph,211,rec_rlf,4,00.000523,30
zeroin.i.2.graph,211,par_jp,4,00.000431,30
zeroin.i.2.graph,211,color_op_ver,4,00.071612,30
zeroin.i.2.graph,211,color_op_ed,4,144.321856,30
games120.graph,120,seq_greedy,4,00.000033,9
games120.graph,120,seq_ldf,4,00.000044,9
games120.graph,120,rec_rlf,4,00.000121,9
games120.graph,120,par_jp,4,00.000170,10
games120.graph,120,color_op_ver,4,00.004684,9
games120.graph,120,color_op_ed,4,00.395932,9
mulsol.i.5.graph,186,seq_greedy,4,00.000125,31
mulsol.i.5.graph,186,seq_ldf,4,00.000118,31
mulsol.i.5.graph,186,rec_rlf,4,00.000751,31
mulsol.i.5.graph,186,par_jp,4,00.000404,31
mulsol.i.5.graph,186,color_op_ver,4,00.095722,31
mulsol.i.5.graph,186,color_op_ed,4,183.156249,31
myciel5.graph,47,seq_greedy,4,00.000014,6
myciel5.graph,47,seq_ldf,4,00.000014,6
myciel5.graph,47,rec_rlf,4,00.000019,6
myciel5.graph,47,par_jp,4,00.000113,6
myciel5.graph,47,color_op_ver,4,00.000361,6
myciel5.graph,47,color_op_ed,4,00.025294,6
dsjc125.5.graph,125,seq_greedy,4,00.000122,25
dsjc125.5.graph,125,seq_ldf,4,00.000138,25
dsjc125.5.graph,125,rec_rlf,4,00.000457,24
dsjc125.5.graph,125,par_jp,4,00.000405,25
dsjc125.5.graph,125,color_op_ver,4,00.136266,23
dsjc125.5.graph,125,color_op_ed,4,188.736302,22
le450_5b.graph,450,seq_greedy,4,00.000221,12
le450_5b.graph,450,seq_ldf,4,00.000278,11
le450_5b.graph,450,rec_rlf,4,00.002456,13
le450_5b.graph,450,par_jp,4,00.000683,13
le450_5b.graph,450,color_op_ver,4,00.303512,8
le450_5b.graph,450,color_op_ed,4,74.490124,8
miles1000.graph,128,seq_greedy,4,00.000110,47
miles1000.graph,128,seq_ldf,4,00.000115,43
miles1000.graph,128,rec_rlf,4,00.000390,45
miles1000.graph,128,par_jp,4,00.000395,46
miles1000.graph,128,color_op_ver,4,00.120286,44
miles1000.graph,128,color_op_ed,4,176.732730,44
